Company_ID,Governorate,Industry,BI_Implementation_Year,Pre_BI_Decision_Making_Agility_Score,Post_BI_Decision_Making_Agility_Score,Pre_BI_Operational_Efficiency_Index,Post_BI_Operational_Efficiency_Index,Pre_BI_Data_Driven_Decisions_Percentage,Post_BI_Data_Driven_Decisions_Percentage,Revenue_Growth_After_BI_Percentage,Cost_Reduction_After_BI_Percentage,Customer_Satisfaction_Increase_After_BI_Percentage,Market_Share_Increase_After_BI_Percentage,Reference,Decision_Making_Agility_Improvement,Operational_Efficiency_Improvement,Data_Driven_Decisions_Improvement,Data_Source,Has_Negative_Agility_Improvement,Has_Negative_Efficiency_Improvement,Is_Recent_Implementation,Data_Quality_Flag,Reference_Standardized,Data_Last_Verified,Data_Version
637,Homs,Manufacturing,2020,4.4,6.8,66.8,86.6,55.2,97.6,8.5,13.7,6.2,4.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.3999999999999995,19.8,42.39999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
638,Homs,Education,2017,4.1,7.3,72.6,87.6,37.2,81.8,19.4,10.6,14.2,7.7,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.2,15.0,44.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
639,Homs,Telecommunications,2018,4.9,8.4,56.5,74.4,44.2,91.6,14.1,7.4,9.7,6.9,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5,17.900000000000006,47.39999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
640,Homs,Telecommunications,2021,5.6,8.6,74.2,92.4,38.6,82.5,23.2,11.6,22.4,3.2,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.0,18.200000000000003,43.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
641,Homs,Healthcare,2018,3.4,6.7,68.7,98.2,38.0,78.4,20.2,1.3,11.9,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.3000000000000003,29.5,40.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
642,Homs,Services,2022,3.9,7.0,62.3,75.5,42.6,82.4,15.9,5.9,14.7,10.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1,13.200000000000005,39.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
643,Homs,Finance,2020,4.3,7.5,69.3,85.2,37.9,84.0,25.1,1.8,10.7,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.2,15.900000000000006,46.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
644,Homs,Services,2020,3.7,6.9,71.7,87.0,22.7,65.8,25.0,8.8,8.5,8.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.2,15.299999999999995,43.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
645,Homs,Telecommunications,2024,4.6,8.3,80.0,100.0,50.4,93.2,12.0,10.5,12.8,2.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.700000000000001,20.0,42.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
646,Homs,Education,2024,4.8,8.4,69.8,85.5,35.0,75.1,29.8,10.3,11.3,3.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.6000000000000005,15.700000000000005,40.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
647,Homs,Finance,2019,3.9,7.4,72.0,93.6,56.4,100.0,11.8,9.1,13.7,11.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5000000000000004,21.599999999999994,43.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
648,Homs,Services,2024,4.6,8.4,67.0,81.3,46.7,93.8,24.6,10.2,9.6,1.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.8000000000000007,14.299999999999995,47.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
649,Homs,Education,2023,5.4,8.9,60.9,76.4,35.4,74.5,13.3,5.4,10.5,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5,15.500000000000009,39.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
650,Homs,Manufacturing,2020,5.9,8.6,69.7,89.1,50.7,92.3,25.4,7.9,6.4,7.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.6999999999999997,19.39999999999999,41.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
651,Homs,Manufacturing,2019,3.1,6.7,64.8,85.7,26.2,66.1,13.6,10.6,9.5,7.2,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.6,20.90000000000001,39.89999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
652,Homs,Services,2018,6.3,9.8,59.1,82.3,34.2,82.3,28.4,12.2,5.7,3.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.500000000000001,23.2,48.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
653,Homs,Finance,2018,4.5,8.2,72.7,91.5,37.8,81.3,23.9,12.6,11.2,8.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.6999999999999993,18.8,43.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
654,Homs,Telecommunications,2020,3.6,6.2,65.8,88.5,32.3,77.7,14.3,9.1,5.6,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.6,22.700000000000003,45.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
655,Homs,Education,2024,4.7,7.2,75.5,94.0,41.6,86.2,15.2,11.2,14.4,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.5,18.5,44.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
656,Homs,Healthcare,2017,4.7,8.7,62.2,78.0,35.0,76.6,16.3,13.5,7.6,6.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.999999999999999,15.799999999999995,41.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
657,Homs,Finance,2024,4.1,8.3,65.8,74.6,21.3,66.1,22.4,11.8,13.0,8.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.200000000000001,8.799999999999997,44.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
658,Homs,Retail,2024,2.6,5.3,54.9,71.5,39.3,84.4,18.9,6.2,11.5,1.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.7,16.6,45.10000000000001,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
659,Homs,Finance,2018,3.9,8.1,58.9,72.1,29.6,74.1,21.2,13.4,23.7,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.199999999999999,13.199999999999996,44.49999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
660,Homs,Education,2021,5.1,8.0,63.6,78.8,31.4,82.5,23.8,10.3,18.3,1.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.9000000000000004,15.199999999999996,51.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
661,Homs,Telecommunications,2021,2.9,4.8,62.8,81.1,40.7,85.9,9.6,13.7,13.4,7.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,1.9,18.3,45.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
662,Homs,Telecommunications,2023,2.3,5.7,59.3,75.4,44.7,89.7,13.1,10.3,5.5,8.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.4000000000000004,16.10000000000001,45.0,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
663,Homs,Retail,2020,3.8,6.8,62.3,83.5,33.2,80.3,16.1,1.7,9.8,2.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.0,21.200000000000003,47.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
664,Homs,Telecommunications,2019,5.5,8.7,66.5,86.8,48.6,93.2,13.6,2.6,9.3,3.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1999999999999997,20.3,44.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
665,Homs,Telecommunications,2022,5.2,8.1,67.3,89.8,42.9,87.3,14.7,7.5,8.5,4.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.8999999999999995,22.5,44.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
666,Homs,Finance,2023,2.9,7.2,70.0,82.1,35.7,80.8,29.2,5.5,16.6,9.2,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.300000000000001,12.099999999999994,45.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
667,Homs,Healthcare,2017,3.3,6.4,67.5,87.8,49.8,91.6,6.1,10.1,13.6,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1000000000000005,20.3,41.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
668,Homs,Services,2017,6.2,9.6,65.1,80.8,38.2,89.1,17.3,10.1,10.2,8.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.3999999999999995,15.700000000000005,50.89999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
669,Homs,Manufacturing,2022,4.5,7.8,50.8,71.5,41.0,87.3,14.0,8.6,10.5,8.2,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.3,20.700000000000003,46.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
670,Homs,Services,2020,4.9,7.4,66.8,81.9,20.0,70.8,22.9,12.5,13.0,1.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.5,15.100000000000009,50.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
671,Homs,Education,2018,3.9,7.6,60.3,67.8,37.6,81.8,19.3,13.4,15.1,6.2,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.7,7.5,44.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
672,Homs,Healthcare,2019,5.0,8.6,58.9,70.6,32.9,75.0,23.2,7.6,8.5,3.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.6,11.699999999999996,42.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
673,Homs,Manufacturing,2023,4.2,7.4,76.9,91.6,51.9,97.3,17.5,21.0,7.6,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.2,14.699999999999989,45.4,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
674,Homs,Services,2024,6.4,10.0,76.4,93.4,36.4,74.7,30.0,12.2,10.1,9.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.6,17.0,38.3,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
675,Homs,Services,2017,4.2,7.9,67.3,79.2,40.4,89.1,18.3,13.6,7.7,5.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.7,11.900000000000006,48.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
676,Homs,Retail,2024,4.5,8.1,75.5,96.0,42.2,83.1,18.5,7.9,10.8,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.6,20.5,40.89999999999999,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
677,Homs,Finance,2020,3.7,7.0,58.1,75.9,57.2,100.0,28.9,11.9,17.5,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.3,17.800000000000004,42.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
678,Homs,Finance,2020,5.8,10.0,63.8,80.5,32.8,78.9,25.6,2.7,14.1,4.7,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.2,16.700000000000003,46.10000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
679,Homs,Telecommunications,2024,4.6,8.1,66.4,83.7,37.8,86.1,21.1,11.2,6.7,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5,17.299999999999997,48.3,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
680,Homs,Manufacturing,2023,5.2,9.5,75.1,93.2,35.0,70.0,17.4,8.8,14.0,5.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.3,18.10000000000001,35.0,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
681,Homs,Healthcare,2020,3.4,6.9,79.9,97.3,42.8,91.1,13.4,11.8,9.0,7.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5000000000000004,17.39999999999999,48.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
682,Homs,Education,2022,3.5,7.2,80.0,93.7,36.6,82.2,23.5,7.8,1.0,9.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.7,13.700000000000005,45.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
683,Homs,Healthcare,2019,3.7,7.9,78.0,99.5,38.1,83.1,17.7,15.1,8.4,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.2,21.5,44.99999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
684,Homs,Finance,2023,6.0,8.8,67.3,81.4,39.8,78.9,15.4,4.1,15.4,7.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.8000000000000007,14.100000000000009,39.10000000000001,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
685,Homs,Healthcare,2023,2.5,6.5,80.0,97.9,33.8,89.3,10.2,10.3,13.1,9.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.0,17.900000000000006,55.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
686,Homs,Telecommunications,2018,3.3,6.4,60.6,78.5,34.5,73.5,26.4,8.1,6.7,5.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1000000000000005,17.9,39.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
687,Homs,Healthcare,2019,4.8,7.4,79.9,99.7,36.0,77.9,17.8,12.9,12.2,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.6000000000000005,19.8,41.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
688,Homs,Telecommunications,2019,4.0,6.0,74.7,93.6,32.6,84.5,19.0,5.8,16.1,6.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.0,18.89999999999999,51.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
689,Homs,Telecommunications,2018,4.9,8.0,71.7,81.7,35.7,87.0,13.7,7.6,10.3,2.2,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1,10.0,51.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
690,Homs,Finance,2020,4.6,7.8,66.7,84.6,49.2,93.1,14.9,9.0,14.9,9.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.2,17.89999999999999,43.89999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
691,Homs,Manufacturing,2017,4.8,7.5,67.9,79.7,23.4,69.5,16.1,11.1,12.2,2.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.7,11.799999999999995,46.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
692,Homs,Telecommunications,2021,4.4,6.9,77.6,89.9,37.9,78.6,22.1,8.8,10.0,7.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.5,12.300000000000011,40.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
693,Homs,Retail,2017,4.5,8.0,60.7,72.8,40.7,84.2,22.4,9.9,13.2,1.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5,12.099999999999994,43.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
694,Homs,Finance,2022,5.2,8.0,69.9,82.4,43.9,87.2,18.7,13.2,6.8,3.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.8,12.5,43.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
695,Homs,Telecommunications,2024,5.0,9.5,66.8,86.8,38.7,90.8,7.5,10.6,5.1,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,4.5,20.0,52.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
696,Homs,Services,2021,4.1,7.3,80.0,96.7,44.4,86.7,20.4,9.2,10.5,10.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.2,16.700000000000003,42.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
697,Homs,Manufacturing,2018,1.8,4.8,80.0,96.8,49.9,100.0,19.9,6.6,1.5,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.0,16.799999999999997,50.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
698,Homs,Manufacturing,2017,3.0,6.1,68.0,86.8,29.5,78.7,14.7,3.0,11.8,5.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1,18.8,49.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
699,Homs,Retail,2019,4.2,7.3,59.9,80.9,41.4,84.5,6.5,16.4,6.9,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1,21.000000000000007,43.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
700,Homs,Services,2021,4.8,7.4,57.1,66.3,46.4,89.0,30.0,5.9,8.2,4.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.6000000000000005,9.199999999999996,42.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
701,Homs,Telecommunications,2022,5.1,7.8,57.9,68.4,20.0,62.7,16.6,7.5,17.8,8.8,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.7,10.500000000000009,42.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
702,Homs,Healthcare,2020,3.8,6.7,63.1,78.0,33.7,76.9,14.5,11.1,13.9,3.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.9000000000000004,14.9,43.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
703,Homs,Healthcare,2022,2.6,6.1,61.9,80.9,20.0,70.0,22.7,3.8,5.7,10.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.5,19.000000000000007,50.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
704,Homs,Healthcare,2024,1.9,4.9,66.1,86.7,26.8,65.7,21.3,14.6,5.3,8.4,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.0000000000000004,20.60000000000001,38.900000000000006,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
705,Homs,Retail,2017,4.5,8.4,67.2,74.8,38.3,87.1,12.9,8.6,11.5,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.9,7.599999999999994,48.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
706,Homs,Finance,2022,5.0,8.2,76.7,96.0,37.6,78.9,23.5,2.2,15.2,2.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.1999999999999997,19.3,41.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
707,Homs,Manufacturing,2018,5.2,8.5,55.3,69.5,45.9,91.3,25.9,12.0,8.0,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.3,14.200000000000005,45.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
708,Homs,Retail,2017,4.5,6.4,79.6,99.1,51.0,89.7,26.3,19.8,6.4,7.6,Synthetic Data Model (2025) - Simulated BI Impact in Homs,1.9000000000000004,19.5,38.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
709,Homs,Telecommunications,2017,4.4,6.7,71.2,92.3,34.2,83.3,8.0,3.8,12.9,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Homs,2.3,21.099999999999994,49.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
710,Homs,Telecommunications,2017,3.6,7.4,71.5,92.7,38.6,85.6,15.7,19.1,8.7,11.1,Synthetic Data Model (2025) - Simulated BI Impact in Homs,3.8,21.200000000000003,46.99999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
711,Tartus,Healthcare,2019,6.0,9.3,73.8,96.4,42.8,85.3,24.7,10.2,15.3,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3000000000000007,22.60000000000001,42.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
712,Tartus,Telecommunications,2022,6.3,9.9,69.4,89.1,30.5,81.4,30.0,11.9,19.3,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6000000000000005,19.69999999999999,50.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
713,Tartus,Manufacturing,2017,4.9,7.9,71.6,90.5,30.5,77.2,23.9,11.0,17.4,2.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.0,18.90000000000001,46.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
714,Tartus,Healthcare,2019,3.2,6.0,61.0,76.5,37.8,85.6,16.5,3.4,17.3,3.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8,15.5,47.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
715,Tartus,Education,2020,4.7,8.6,71.1,85.4,59.8,100.0,17.6,14.4,13.4,6.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,14.300000000000011,40.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
716,Tartus,Finance,2019,4.1,7.4,75.4,87.0,21.6,64.1,8.2,8.4,14.5,3.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3000000000000007,11.599999999999994,42.49999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
717,Tartus,Manufacturing,2024,5.4,7.6,73.6,94.6,48.5,97.9,30.0,8.7,12.8,4.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.1999999999999997,21.0,49.400000000000006,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
718,Tartus,Retail,2019,2.9,5.6,77.5,99.4,36.4,84.3,20.6,16.7,12.6,8.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,21.90000000000001,47.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
719,Tartus,Manufacturing,2019,4.5,8.2,65.1,92.5,41.4,85.0,13.2,14.9,16.1,4.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6999999999999993,27.40000000000001,43.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
720,Tartus,Telecommunications,2023,5.1,7.4,69.1,88.6,55.5,97.2,10.4,6.4,6.4,9.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.3000000000000007,19.5,41.7,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
721,Tartus,Telecommunications,2017,6.2,9.6,76.4,94.7,38.9,82.3,16.5,3.6,13.5,5.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3999999999999995,18.3,43.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
722,Tartus,Manufacturing,2023,4.2,7.0,68.2,88.9,29.2,74.2,20.0,7.1,9.7,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8,20.700000000000003,45.0,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
723,Tartus,Manufacturing,2017,3.4,7.3,80.0,94.3,44.7,86.6,25.1,4.8,14.4,3.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,14.299999999999995,41.89999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
